,userId,neighborId,movieId,title,User Rating,Neighbor Rating
3116,31476,125012,50,"Usual Suspects, The (1995)",4.0,5.0
3117,31476,125012,110,Braveheart (1995),4.5,5.0
3118,31476,125012,318,"Shawshank Redemption, The (1994)",4.0,5.0
3119,31476,125012,356,Forrest Gump (1994),5.0,5.0
3120,31476,125012,2028,Saving Private Ryan (1998),4.5,5.0
3121,31476,125012,2571,"Matrix, The (1999)",4.5,4.5
3122,31476,125012,2762,"Sixth Sense, The (1999)",4.0,4.0
3123,31476,125012,3147,"Green Mile, The (1999)",4.0,5.0
3124,31476,125012,4993,"Lord of the Rings: The Fellowship of the Ring, The (2001)",4.0,5.0
3125,31476,125012,5952,"Lord of the Rings: The Two Towers, The (2002)",4.0,5.0
3126,31476,125012,7153,"Lord of the Rings: The Return of the King, The (2003)",4.0,5.0
3127,31476,125012,58559,"Dark Knight, The (2008)",5.0,5.0
3128,31476,125012,79132,Inception (2010),4.5,4.5
3129,31921,129869,1,Toy Story (1995),5.0,4.5
3130,31921,129869,2353,Enemy of the State (1998),4.0,5.0
3131,31921,129869,2692,Run Lola Run (Lola rennt) (1998),4.0,5.0
3132,31921,129869,3793,X-Men (2000),5.0,4.5
3133,32215,100240,32,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),4.0,4.5
3134,32215,100240,296,Pulp Fiction (1994),5.0,5.0
3135,32215,100240,608,Fargo (1996),4.0,4.5
3136,32215,100240,1270,Back to the Future (1985),4.0,4.0
3137,32215,100240,2028,Saving Private Ryan (1998),4.5,4.5
3138,32215,100240,2571,"Matrix, The (1999)",5.0,4.5
3139,32215,100240,2858,American Beauty (1999),5.0,5.0
3140,32215,100240,2959,Fight Club (1999),5.0,4.5
3141,32215,100240,7254,The Butterfly Effect (2004),5.0,5.0
3142,32215,100240,7361,Eternal Sunshine of the Spotless Mind (2004),4.5,5.0
3143,32234,51460,318,"Shawshank Redemption, The (1994)",5.0,5.0
3144,32234,51460,377,Speed (1994),4.0,4.0
3145,32234,51460,589,Terminator 2: Judgment Day (1991),5.0,4.5
3146,32234,51460,592,Batman (1989),5.0,4.5
3147,32234,51460,1036,Die Hard (1988),5.0,4.5
3148,32234,51460,1527,"Fifth Element, The (1997)",4.0,4.5
3149,32234,51460,2115,Indiana Jones and the Temple of Doom (1984),4.0,4.0
3150,32234,51460,2571,"Matrix, The (1999)",5.0,4.5
3151,32234,51460,2858,American Beauty (1999),5.0,5.0
3152,32234,51460,4034,Traffic (2000),4.5,4.5
3153,32234,51460,4993,"Lord of the Rings: The Fellowship of the Ring, The (2001)",5.0,5.0
3154,32234,51460,5418,"Bourne Identity, The (2002)",4.0,4.5
3155,32234,51460,5952,"Lord of the Rings: The Two Towers, The (2002)",5.0,5.0
3156,32386,100240,296,Pulp Fiction (1994),4.5,5.0
3157,32386,100240,356,Forrest Gump (1994),4.5,4.5
3158,32386,100240,608,Fargo (1996),4.0,4.5
3159,32386,100240,2028,Saving Private Ryan (1998),4.0,4.5
3160,32386,100240,2571,"Matrix, The (1999)",4.0,4.5
3161,32386,100240,2858,American Beauty (1999),4.0,5.0
3162,32386,100240,2959,Fight Club (1999),4.0,4.5
3163,32386,100240,4975,Vanilla Sky (2001),4.0,5.0
3164,32386,100240,7254,The Butterfly Effect (2004),4.0,5.0
3165,32386,100240,37729,Corpse Bride (2005),4.0,4.5
3166,32780,52056,47,Seven (a.k.a. Se7en) (1995),5.0,4.5
3167,32780,52056,50,"Usual Suspects, The (1995)",5.0,5.0
3168,32780,52056,70,From Dusk Till Dawn (1996),4.0,4.0
3169,32780,52056,110,Braveheart (1995),5.0,4.0
3170,32780,52056,111,Taxi Driver (1976),5.0,4.5
3171,32780,52056,260,Star Wars: Episode IV - A New Hope (1977),5.0,4.0
3172,32780,52056,293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),4.5,4.5
3173,32780,52056,296,Pulp Fiction (1994),5.0,5.0
3174,32780,52056,318,"Shawshank Redemption, The (1994)",5.0,5.0
3175,32780,52056,356,Forrest Gump (1994),4.5,4.5
3176,32780,52056,431,Carlito's Way (1993),4.5,4.0
3177,32780,52056,589,Terminator 2: Judgment Day (1991),4.0,4.5
3178,32780,52056,593,"Silence of the Lambs, The (1991)",5.0,4.5
3179,32780,52056,858,"Godfather, The (1972)",5.0,5.0
3180,32780,52056,1089,Reservoir Dogs (1992),5.0,4.5
3181,32780,52056,1136,Monty Python and the Holy Grail (1975),4.5,4.0
3182,32780,52056,1193,One Flew Over the Cuckoo's Nest (1975),5.0,4.0
3183,32780,52056,1196,Star Wars: Episode V - The Empire Strikes Back (1980),5.0,4.0
3184,32780,52056,1198,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),5.0,4.0
3185,32780,52056,1206,"Clockwork Orange, A (1971)",5.0,4.0
3186,32780,52056,1210,Star Wars: Episode VI - Return of the Jedi (1983),4.0,5.0
3187,32780,52056,1213,Goodfellas (1990),5.0,4.5
3188,32780,52056,1221,"Godfather: Part II, The (1974)",5.0,5.0
3189,32780,52056,1228,Raging Bull (1980),5.0,4.0
3190,32780,52056,1517,Austin Powers: International Man of Mystery (1997),4.0,4.0
3191,32780,52056,1617,L.A. Confidential (1997),4.5,4.0
3192,32780,52056,1732,"Big Lebowski, The (1998)",5.0,4.0
3193,32780,52056,1923,There's Something About Mary (1998),4.0,4.0
3194,32780,52056,2028,Saving Private Ryan (1998),5.0,4.0
3195,32780,52056,2115,Indiana Jones and the Temple of Doom (1984),4.0,4.0
3196,32780,52056,2324,Life Is Beautiful (La Vita è bella) (1997),5.0,5.0
3197,32780,52056,2329,American History X (1998),4.5,4.5
3198,32780,52056,2542,"Lock, Stock & Two Smoking Barrels (1998)",4.0,4.5
3199,32780,52056,2571,"Matrix, The (1999)",4.0,4.5
3200,32780,52056,2706,American Pie (1999),4.5,4.0
3201,32780,52056,2716,Ghostbusters (a.k.a. Ghost Busters) (1984),4.0,4.0
3202,32780,52056,2791,Airplane! (1980),4.5,5.0
3203,32780,52056,2858,American Beauty (1999),5.0,5.0
3204,32780,52056,2959,Fight Club (1999),5.0,5.0
3205,32780,52056,3253,Wayne's World (1992),4.0,4.0
3206,32780,52056,3578,Gladiator (2000),5.0,4.5
3207,32780,52056,3671,Blazing Saddles (1974),4.0,4.5
3208,32780,52056,3868,"Naked Gun: From the Files of Police Squad!, The (1988)",4.5,4.0
3209,32780,52056,3948,Meet the Parents (2000),4.0,4.0
3210,32780,52056,4011,Snatch (2000),4.5,4.5
3211,32780,52056,4226,Memento (2000),5.0,4.5
3212,32780,52056,4262,Scarface (1983),5.0,4.0
3213,32780,52056,4975,Vanilla Sky (2001),4.5,4.5
3214,32780,52056,4993,"Lord of the Rings: The Fellowship of the Ring, The (2001)",4.0,5.0
3215,32780,52056,5952,"Lord of the Rings: The Two Towers, The (2002)",4.0,4.0
3216,32780,52056,6016,City of God (Cidade de Deus) (2002),5.0,4.5
3217,32780,52056,6874,Kill Bill: Vol. 1 (2003),5.0,4.5
3218,32780,52056,7153,"Lord of the Rings: The Return of the King, The (2003)",4.0,4.0
3219,32780,52056,7361,Eternal Sunshine of the Spotless Mind (2004),4.5,4.0
3220,32780,52056,7438,Kill Bill: Vol. 2 (2004),5.0,4.5
3221,32780,52056,8376,Napoleon Dynamite (2004),4.0,4.5
3222,32780,52056,8641,Anchorman: The Legend of Ron Burgundy (2004),4.5,4.0
3223,32780,52056,8784,Garden State (2004),4.5,4.0
3224,32780,52056,8917,Team America: World Police (2004),4.0,4.5
3225,32780,52056,8961,"Incredibles, The (2004)",4.5,4.0
3226,32780,52056,30749,Hotel Rwanda (2004),4.5,4.5
3227,32780,52056,30810,"Life Aquatic with Steve Zissou, The (2004)",4.0,4.5
3228,32780,52056,32587,Sin City (2005),4.5,5.0
3229,32780,52056,33166,Crash (2004),4.5,5.0
3230,32780,52056,33493,Star Wars: Episode III - Revenge of the Sith (2005),4.0,4.0
3231,32780,52056,33794,Batman Begins (2005),5.0,5.0
3232,32780,52056,35836,"40-Year-Old Virgin, The (2005)",5.0,4.5
3233,32780,52056,41569,King Kong (2005),4.5,4.0
3234,32780,52056,46578,Little Miss Sunshine (2006),4.5,5.0
3235,32780,52056,48385,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan (2006),4.5,4.5
3236,32780,52056,48516,"Departed, The (2006)",5.0,4.5
3237,32785,36229,260,Star Wars: Episode IV - A New Hope (1977),5.0,4.0
3238,32785,36229,356,Forrest Gump (1994),5.0,4.0
3239,32785,36229,1203,12 Angry Men (1957),5.0,4.0
3240,32785,36229,2571,"Matrix, The (1999)",5.0,4.0
3241,32785,36229,2959,Fight Club (1999),4.0,4.0
3242,33003,129869,30707,Million Dollar Baby (2004),5.0,4.5
3243,33003,129869,53123,Once (2006),5.0,5.0
3244,33173,100240,1197,"Princess Bride, The (1987)",5.0,4.5
3245,33173,100240,1270,Back to the Future (1985),4.5,4.0
3246,33860,88932,898,"Philadelphia Story, The (1940)",4.0,4.0
3247,33860,88932,4993,"Lord of the Rings: The Fellowship of the Ring, The (2001)",5.0,5.0
3248,33860,88932,5952,"Lord of the Rings: The Two Towers, The (2002)",5.0,5.0
3249,33860,88932,6539,Pirates of the Caribbean: The Curse of the Black Pearl (2003),4.0,5.0
3250,33860,88932,7153,"Lord of the Rings: The Return of the King, The (2003)",5.0,5.0
3251,33860,88932,45722,Pirates of the Caribbean: Dead Man's Chest (2006),4.0,4.0
3252,33860,88932,53125,Pirates of the Caribbean: At World's End (2007),4.0,4.0
3253,33860,88932,54001,Harry Potter and the Order of the Phoenix (2007),4.5,4.0
3254,33871,125012,110,Braveheart (1995),4.0,5.0
3255,33871,125012,916,Roman Holiday (1953),4.0,5.0
3256,33871,125012,2424,You've Got Mail (1998),4.0,4.5
3257,33871,125012,2571,"Matrix, The (1999)",4.0,4.5
3258,33871,125012,4226,Memento (2000),4.0,4.5
3259,33871,125012,4993,"Lord of the Rings: The Fellowship of the Ring, The (2001)",5.0,5.0
3260,33871,125012,5952,"Lord of the Rings: The Two Towers, The (2002)",5.0,5.0
3261,33871,125012,7153,"Lord of the Rings: The Return of the King, The (2003)",5.0,5.0
3262,33871,125012,58559,"Dark Knight, The (2008)",4.5,5.0
3263,34156,125012,50,"Usual Suspects, The (1995)",4.0,5.0
3264,34156,125012,110,Braveheart (1995),4.5,5.0
3265,34156,125012,318,"Shawshank Redemption, The (1994)",5.0,5.0
3266,34156,125012,356,Forrest Gump (1994),5.0,5.0
3267,34156,125012,1704,Good Will Hunting (1997),5.0,5.0
3268,34156,125012,2028,Saving Private Ryan (1998),5.0,5.0
3269,34156,125012,2571,"Matrix, The (1999)",4.0,4.5
3270,34156,125012,3147,"Green Mile, The (1999)",5.0,5.0
3271,34156,125012,4226,Memento (2000),4.5,4.5
3272,34156,125012,4993,"Lord of the Rings: The Fellowship of the Ring, The (2001)",5.0,5.0
3273,34156,125012,4995,"Beautiful Mind, A (2001)",5.0,5.0
3274,34156,125012,5952,"Lord of the Rings: The Two Towers, The (2002)",4.5,5.0
3275,34156,125012,7153,"Lord of the Rings: The Return of the King, The (2003)",4.0,5.0
3276,34239,88932,4993,"Lord of the Rings: The Fellowship of the Ring, The (2001)",5.0,5.0
3277,34239,88932,5952,"Lord of the Rings: The Two Towers, The (2002)",5.0,5.0
3278,34239,88932,6539,Pirates of the Caribbean: The Curse of the Black Pearl (2003),5.0,5.0
3279,34239,88932,7153,"Lord of the Rings: The Return of the King, The (2003)",5.0,5.0
3280,34239,88932,45722,Pirates of the Caribbean: Dead Man's Chest (2006),5.0,4.0
3281,34239,88932,53125,Pirates of the Caribbean: At World's End (2007),5.0,4.0
3282,34239,88932,54001,Harry Potter and the Order of the Phoenix (2007),5.0,4.0
3283,34494,51460,318,"Shawshank Redemption, The (1994)",5.0,5.0
3284,34494,51460,377,Speed (1994),4.5,4.0
3285,34494,51460,589,Terminator 2: Judgment Day (1991),4.0,4.5
3286,34494,51460,1036,Die Hard (1988),4.0,4.5
3287,34494,51460,1527,"Fifth Element, The (1997)",4.0,4.5
3288,34494,51460,2470,Crocodile Dundee (1986),4.0,4.0
3289,34494,51460,2571,"Matrix, The (1999)",5.0,4.5
3290,34494,51460,2858,American Beauty (1999),4.0,5.0
3291,34494,51460,5418,"Bourne Identity, The (2002)",4.0,4.5
3292,34587,40768,50,"Usual Suspects, The (1995)",4.0,4.5
3293,34587,40768,111,Taxi Driver (1976),4.0,4.5
3294,34587,40768,260,Star Wars: Episode IV - A New Hope (1977),5.0,4.5
3295,34587,40768,293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),4.0,4.0
3296,34587,40768,296,Pulp Fiction (1994),4.5,4.5
3297,34587,40768,318,"Shawshank Redemption, The (1994)",4.0,4.5
3298,34587,40768,592,Batman (1989),4.0,4.0
3299,34587,40768,858,"Godfather, The (1972)",4.5,5.0
3300,34587,40768,903,Vertigo (1958),4.0,4.5
3301,34587,40768,904,Rear Window (1954),4.0,4.5
3302,34587,40768,908,North by Northwest (1959),4.0,4.5
3303,34587,40768,923,Citizen Kane (1941),4.5,4.5
3304,34587,40768,924,2001: A Space Odyssey (1968),4.5,4.5
3305,34587,40768,1089,Reservoir Dogs (1992),4.5,4.0
3306,34587,40768,1136,Monty Python and the Holy Grail (1975),4.0,4.5
3307,34587,40768,1193,One Flew Over the Cuckoo's Nest (1975),4.0,4.5
3308,34587,40768,1196,Star Wars: Episode V - The Empire Strikes Back (1980),5.0,4.5
3309,34587,40768,1198,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),4.0,4.5
3310,34587,40768,1208,Apocalypse Now (1979),4.0,4.5
3311,34587,40768,1210,Star Wars: Episode VI - Return of the Jedi (1983),5.0,4.0
3312,34587,40768,1214,Alien (1979),4.5,4.5
3313,34587,40768,1219,Psycho (1960),4.0,5.0
3314,34587,40768,1221,"Godfather: Part II, The (1974)",4.0,5.0
3315,34587,40768,1222,Full Metal Jacket (1987),4.0,4.5
3316,34587,40768,1247,"Graduate, The (1967)",4.0,4.0
3317,34587,40768,1252,Chinatown (1974),4.0,4.5
3318,34587,40768,1258,"Shining, The (1980)",4.5,4.5
3319,34587,40768,1270,Back to the Future (1985),4.0,4.5
3320,34587,40768,1387,Jaws (1975),4.5,4.5
3321,34587,40768,1610,"Hunt for Red October, The (1990)",4.0,4.5
3322,34587,40768,1729,Jackie Brown (1997),4.0,4.0
3323,34587,40768,1954,Rocky (1976),4.0,4.0
3324,34587,40768,1968,"Breakfast Club, The (1985)",4.0,4.5
3325,34587,40768,1997,"Exorcist, The (1973)",4.0,4.5
3326,34587,40768,2019,Seven Samurai (Shichinin no samurai) (1954),4.0,4.5
3327,34587,40768,2115,Indiana Jones and the Temple of Doom (1984),4.0,4.5
3328,34587,40768,2529,Planet of the Apes (1968),4.0,4.5
3329,34587,40768,2640,Superman (1978),4.0,4.0
3330,34587,40768,4262,Scarface (1983),4.0,4.0
3331,34587,40768,4878,Donnie Darko (2001),4.5,4.0
3332,34587,40768,6502,28 Days Later (2002),4.5,4.0
3333,34587,40768,6874,Kill Bill: Vol. 1 (2003),4.5,4.5
3334,34587,40768,7438,Kill Bill: Vol. 2 (2004),4.0,4.0
3335,34587,40768,32587,Sin City (2005),4.0,4.5
3336,34587,40768,48394,"Pan's Labyrinth (Laberinto del fauno, El) (2006)",4.0,4.5
3337,34664,13927,50,"Usual Suspects, The (1995)",4.0,5.0
3338,34664,13927,110,Braveheart (1995),4.0,5.0
3339,34664,13927,296,Pulp Fiction (1994),4.0,5.0
3340,34664,13927,318,"Shawshank Redemption, The (1994)",4.0,5.0
3341,34664,13927,593,"Silence of the Lambs, The (1991)",5.0,5.0
3342,34664,13927,2571,"Matrix, The (1999)",5.0,5.0
3343,34739,138176,318,"Shawshank Redemption, The (1994)",4.0,5.0
3344,34739,138176,858,"Godfather, The (1972)",5.0,5.0
3345,34739,138176,1221,"Godfather: Part II, The (1974)",5.0,5.0
3346,34760,100240,296,Pulp Fiction (1994),4.5,5.0
3347,34760,100240,7361,Eternal Sunshine of the Spotless Mind (2004),4.0,5.0
3348,34760,100240,58559,"Dark Knight, The (2008)",5.0,5.0
3349,35050,136037,260,Star Wars: Episode IV - A New Hope (1977),4.5,5.0
3350,35050,136037,318,"Shawshank Redemption, The (1994)",4.0,4.0
3351,35050,136037,527,Schindler's List (1993),4.5,5.0
3352,35050,136037,1196,Star Wars: Episode V - The Empire Strikes Back (1980),5.0,5.0
3353,35050,136037,2571,"Matrix, The (1999)",4.0,5.0
3354,35050,136037,7502,Band of Brothers (2001),4.0,5.0
3355,35050,136037,81845,"King's Speech, The (2010)",4.5,4.0
3356,35050,136037,92259,Intouchables (2011),4.0,5.0
3357,35227,75001,50,"Usual Suspects, The (1995)",4.0,5.0
3358,35227,75001,318,"Shawshank Redemption, The (1994)",5.0,4.5
3359,35227,75001,1198,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),4.5,4.0
3360,35227,75001,1291,Indiana Jones and the Last Crusade (1989),4.5,4.0
3361,35227,75001,3578,Gladiator (2000),4.0,4.0
3362,35227,75001,4022,Cast Away (2000),4.0,4.5
3363,35227,75001,5010,Black Hawk Down (2001),5.0,4.0
3364,35227,75001,47099,"Pursuit of Happyness, The (2006)",5.0,4.0
3365,35227,75001,52722,Spider-Man 3 (2007),4.0,4.0
3366,35227,75001,53972,Live Free or Die Hard (2007),4.5,4.0
3367,35227,75001,53996,Transformers (2007),4.0,4.0
3368,35227,75001,54503,Superbad (2007),4.0,4.5
3369,35227,75001,59315,Iron Man (2008),4.5,4.0
3370,35227,75001,63131,Role Models (2008),4.0,4.0
3371,35227,75001,64957,"Curious Case of Benjamin Button, The (2008)",4.0,4.0
3372,35227,75001,72641,"Blind Side, The  (2009)",5.0,4.5
3373,35227,75001,72998,Avatar (2009),5.0,4.5
3374,35227,75001,73321,"Book of Eli, The (2010)",4.0,4.5
3375,35227,75001,76093,How to Train Your Dragon (2010),4.0,4.0
3376,35227,75001,84152,Limitless (2011),5.0,4.0
3377,35227,75001,89745,"Avengers, The (2012)",4.0,4.0
3378,35227,75001,91500,"Hunger Games, The (2012)",4.5,4.0
3379,35227,75001,99114,Django Unchained (2012),5.0,4.0
3380,35227,75001,106487,"Hunger Games: Catching Fire, The (2013)",4.5,4.0
3381,35227,75001,112556,Gone Girl (2014),5.0,4.5
3382,35246,44400,6,Heat (1995),4.0,4.5
3383,35246,44400,32,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),5.0,4.0
3384,35246,44400,47,Seven (a.k.a. Se7en) (1995),5.0,4.5
3385,35246,44400,50,"Usual Suspects, The (1995)",5.0,4.5
3386,35246,44400,111,Taxi Driver (1976),5.0,4.5
3387,35246,44400,260,Star Wars: Episode IV - A New Hope (1977),4.0,5.0
3388,35246,44400,293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),4.0,5.0
3389,35246,44400,296,Pulp Fiction (1994),5.0,5.0
3390,35246,44400,356,Forrest Gump (1994),5.0,5.0
3391,35246,44400,357,Four Weddings and a Funeral (1994),4.0,4.0
3392,35246,44400,527,Schindler's List (1993),5.0,5.0
3393,35246,44400,541,Blade Runner (1982),5.0,5.0
3394,35246,44400,589,Terminator 2: Judgment Day (1991),4.0,4.5
3395,35246,44400,593,"Silence of the Lambs, The (1991)",5.0,5.0
3396,35246,44400,608,Fargo (1996),5.0,4.5
3397,35246,44400,750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),5.0,4.5
3398,35246,44400,778,Trainspotting (1996),5.0,4.5
3399,35246,44400,858,"Godfather, The (1972)",5.0,5.0
3400,35246,44400,924,2001: A Space Odyssey (1968),5.0,4.5
3401,35246,44400,1080,Monty Python's Life of Brian (1979),4.0,4.5
3402,35246,44400,1089,Reservoir Dogs (1992),4.0,4.5
3403,35246,44400,1097,E.T. the Extra-Terrestrial (1982),4.0,4.0
3404,35246,44400,1193,One Flew Over the Cuckoo's Nest (1975),5.0,4.0
3405,35246,44400,1196,Star Wars: Episode V - The Empire Strikes Back (1980),5.0,5.0
3406,35246,44400,1200,Aliens (1986),4.0,4.0
3407,35246,44400,1206,"Clockwork Orange, A (1971)",4.0,5.0
3408,35246,44400,1208,Apocalypse Now (1979),4.0,4.5
3409,35246,44400,1214,Alien (1979),5.0,4.5
3410,35246,44400,1219,Psycho (1960),5.0,5.0
3411,35246,44400,1240,"Terminator, The (1984)",5.0,4.5
3412,35246,44400,1246,Dead Poets Society (1989),4.0,4.0
3413,35246,44400,1258,"Shining, The (1980)",5.0,4.5
3414,35246,44400,1270,Back to the Future (1985),4.0,4.0
3415,35246,44400,1527,"Fifth Element, The (1997)",5.0,4.0
3416,35246,44400,1580,Men in Black (a.k.a. MIB) (1997),4.0,4.0
3417,35246,44400,1653,Gattaca (1997),5.0,4.0
3418,35246,44400,1704,Good Will Hunting (1997),4.0,4.0
3419,35246,44400,1961,Rain Man (1988),5.0,4.0
3420,35246,44400,2542,"Lock, Stock & Two Smoking Barrels (1998)",4.0,5.0
3421,35246,44400,2571,"Matrix, The (1999)",5.0,5.0
3422,35246,44400,2716,Ghostbusters (a.k.a. Ghost Busters) (1984),4.0,4.0
3423,35246,44400,3578,Gladiator (2000),4.0,5.0
3424,35246,44400,3949,Requiem for a Dream (2000),4.0,5.0
3425,35246,44400,4011,Snatch (2000),4.0,4.5
3426,35246,44400,4226,Memento (2000),4.0,4.5
3427,35246,44400,4306,Shrek (2001),5.0,4.5
3428,35246,44400,4973,"Amelie (Fabuleux destin d'Amélie Poulain, Le) (2001)",5.0,4.5
3429,35246,44400,4993,"Lord of the Rings: The Fellowship of the Ring, The (2001)",4.0,5.0
3430,35246,44400,5952,"Lord of the Rings: The Two Towers, The (2002)",4.0,5.0
3431,35246,44400,7153,"Lord of the Rings: The Return of the King, The (2003)",4.0,5.0
3432,35246,44400,63082,Slumdog Millionaire (2008),4.0,5.0
3433,35259,131835,260,Star Wars: Episode IV - A New Hope (1977),4.0,5.0
3434,35259,131835,1196,Star Wars: Episode V - The Empire Strikes Back (1980),4.0,4.5
3435,35259,131835,1198,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),4.5,4.0
3436,35259,131835,1210,Star Wars: Episode VI - Return of the Jedi (1983),4.0,5.0
3437,35259,131835,1291,Indiana Jones and the Last Crusade (1989),4.0,4.0
3438,35259,131835,2028,Saving Private Ryan (1998),4.5,4.5
3439,35259,131835,2571,"Matrix, The (1999)",4.0,4.0
3440,35259,131835,4993,"Lord of the Rings: The Fellowship of the Ring, The (2001)",5.0,5.0
3441,35259,131835,5952,"Lord of the Rings: The Two Towers, The (2002)",5.0,5.0
3442,35259,131835,7153,"Lord of the Rings: The Return of the King, The (2003)",5.0,5.0
3443,35522,19114,47,Seven (a.k.a. Se7en) (1995),5.0,4.0
3444,35522,19114,110,Braveheart (1995),5.0,5.0
3445,35522,19114,111,Taxi Driver (1976),5.0,4.0
3446,35522,19114,231,Dumb & Dumber (Dumb and Dumber) (1994),5.0,4.0
3447,35522,19114,296,Pulp Fiction (1994),5.0,4.5
3448,35522,19114,318,"Shawshank Redemption, The (1994)",5.0,4.0
3449,35522,19114,356,Forrest Gump (1994),5.0,4.0
3450,35522,19114,480,Jurassic Park (1993),4.0,4.0
3451,35522,19114,589,Terminator 2: Judgment Day (1991),5.0,4.5
3452,35522,19114,592,Batman (1989),5.0,5.0
3453,35522,19114,593,"Silence of the Lambs, The (1991)",5.0,4.5
3454,35522,19114,778,Trainspotting (1996),4.0,4.0
3455,35522,19114,858,"Godfather, The (1972)",5.0,5.0
3456,35522,19114,1036,Die Hard (1988),5.0,4.5
3457,35522,19114,1089,Reservoir Dogs (1992),5.0,4.5
3458,35522,19114,1196,Star Wars: Episode V - The Empire Strikes Back (1980),4.0,5.0
3459,35522,19114,1198,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),4.0,4.0
3460,35522,19114,1200,Aliens (1986),5.0,4.0
3461,35522,19114,1201,"Good, the Bad and the Ugly, The (Buono, il brutto, il cattivo, Il) (1966)",4.0,4.0
3462,35522,19114,1213,Goodfellas (1990),5.0,4.0
3463,35522,19114,1214,Alien (1979),5.0,5.0
3464,35522,19114,1221,"Godfather: Part II, The (1974)",4.5,5.0
3465,35522,19114,1240,"Terminator, The (1984)",5.0,4.5
3466,35522,19114,1270,Back to the Future (1985),4.5,4.5
3467,35522,19114,1291,Indiana Jones and the Last Crusade (1989),4.5,4.5
3468,35522,19114,1304,Butch Cassidy and the Sundance Kid (1969),5.0,4.5
3469,35522,19114,1374,Star Trek II: The Wrath of Khan (1982),4.0,5.0
3470,35522,19114,1517,Austin Powers: International Man of Mystery (1997),4.0,5.0
3471,35522,19114,2011,Back to the Future Part II (1989),4.0,4.0
3472,35522,19114,2028,Saving Private Ryan (1998),4.5,4.5
3473,35522,19114,2529,Planet of the Apes (1968),4.0,4.0
3474,35522,19114,2571,"Matrix, The (1999)",4.5,4.0
3475,35522,19114,2683,Austin Powers: The Spy Who Shagged Me (1999),4.0,4.0
3476,35522,19114,2858,American Beauty (1999),4.5,4.0
3477,35522,19114,2947,Goldfinger (1964),4.5,4.0
3478,35522,19114,2951,"Fistful of Dollars, A (Per un pugno di dollari) (1964)",4.5,4.5
3479,35522,19114,2959,Fight Club (1999),5.0,4.0
3480,35522,19114,3362,Dog Day Afternoon (1975),4.5,4.0
3481,35522,19114,3578,Gladiator (2000),4.0,4.5
3482,35522,19114,3793,X-Men (2000),4.0,4.0
3483,35522,19114,4262,Scarface (1983),4.0,4.5
3484,35522,19114,4855,Dirty Harry (1971),4.5,4.0
3485,35522,19114,4993,"Lord of the Rings: The Fellowship of the Ring, The (2001)",4.5,5.0
3486,35522,19114,5952,"Lord of the Rings: The Two Towers, The (2002)",4.5,5.0
3487,35522,19114,6874,Kill Bill: Vol. 1 (2003),4.0,5.0
3488,35522,19114,7147,Big Fish (2003),4.0,4.0
3489,35522,19114,7153,"Lord of the Rings: The Return of the King, The (2003)",4.5,5.0
3490,35522,19114,7361,Eternal Sunshine of the Spotless Mind (2004),4.0,4.0
3491,35522,19114,7438,Kill Bill: Vol. 2 (2004),4.0,5.0
3492,35522,19114,27773,Old Boy (2003),4.0,4.5
3493,35522,19114,30749,Hotel Rwanda (2004),4.0,4.5
3494,35522,19114,48516,"Departed, The (2006)",5.0,4.5
3495,35553,13927,32,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),4.0,5.0
3496,35553,13927,50,"Usual Suspects, The (1995)",5.0,5.0
3497,35553,13927,110,Braveheart (1995),4.0,5.0
3498,35553,13927,296,Pulp Fiction (1994),5.0,5.0
3499,35553,13927,318,"Shawshank Redemption, The (1994)",4.0,5.0
3500,35553,13927,593,"Silence of the Lambs, The (1991)",5.0,5.0
3501,35553,13927,1270,Back to the Future (1985),4.0,5.0
3502,35553,13927,2571,"Matrix, The (1999)",4.0,5.0
3503,35613,107991,296,Pulp Fiction (1994),4.0,4.0
3504,35613,107991,457,"Fugitive, The (1993)",4.0,4.0
3505,35613,107991,593,"Silence of the Lambs, The (1991)",4.0,4.5
3506,35613,107991,858,"Godfather, The (1972)",4.5,4.0
3507,35613,107991,2028,Saving Private Ryan (1998),4.5,5.0
3508,35613,107991,5952,"Lord of the Rings: The Two Towers, The (2002)",4.5,5.0
3509,35613,107991,6539,Pirates of the Caribbean: The Curse of the Black Pearl (2003),4.0,4.0
3510,35823,51460,2571,"Matrix, The (1999)",5.0,4.5
3511,35983,121987,1,Toy Story (1995),5.0,4.5
3512,35983,121987,260,Star Wars: Episode IV - A New Hope (1977),5.0,4.0
3513,35983,121987,588,Aladdin (1992),5.0,4.5
